lon,lat,lanid12,lanid17,mirad12,mirad17,aim12,aim17,aim_valid
-122.1,47.1,132.939483642578,160.344146728516,147.434417724609,148.84033203125,0,0,0
-122.1,47.3,123.442581176758,141.87060546875,319.953765869141,560.061584472656,0,0,0
-122.1,47.5,0,0,0,3.59804368019104,0,0,0
-122.1,47.7,178.2568359375,142.647689819336,9.87866401672363,61.8598175048828,0,0,0
-122.1,47.9,534.858276367188,1152.91259765625,328.670715332031,448.234039306641,0,0,0
-122.1,48.1,149.824584960938,212.115036010742,215.434265136719,496.577880859375,0,0,0
-122.1,48.3,44.3699989318848,40.004020690918,128.883361816406,500.965209960938,0,0,0
-122.1,48.5,391.363861083984,219.663040161133,1016.16241455078,1457.55651855469,0,0,0
-122.1,48.7,98.4362030029297,114.891998291016,316.557495117188,490.67578125,0,0,0
-122.1,48.9,223.81608581543,276.974182128906,491.683349609375,529.527160644531,0,0,0
